customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,Contas_Diarias,escala_customer_tenure,escala_account_Charges_Monthly,escala_account_Charges_Total,escala_Contas_Diarias
8010-EZLOU,yes,male,1,no,no,15,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,80.2,1217.25,2.63,0-20,81-100,1001-1500,2.5-3.0
8012-SOUDQ,no,female,1,no,no,43,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,90.25,3838.75,2.96,41-50,81-100,3501-4000,2.5-3.0
8015-IHCGW,no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,115.5,8425.15,3.79,71-80,101-120,> 8000,3.5-4.0
8016-NCFVO,no,male,1,no,no,55,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,116.5,6382.55,3.83,51-60,101-120,6001-6500,3.5-4.0
8016-ZMGMO,no,female,1,yes,no,66,yes,yes,dsl,no,yes,yes,no,yes,no,one year,yes,bank transfer (automatic),70.85,4738.85,2.33,61-70,61-80,4501-5000,2.0-2.5
8017-LXHFA,yes,female,1,no,no,23,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,94.75,2293.6,3.11,21-30,81-100,2001-2500,3.0-3.5
8017-UVSZU,no,female,0,yes,no,40,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),56.6,2379.1,1.86,31-40,41-60,2001-2500,1.5-2.0
8019-ENHXU,yes,male,0,yes,no,42,yes,yes,fiber optic,no,yes,yes,yes,no,yes,month-to-month,yes,electronic check,99.45,4138.05,3.27,41-50,81-100,4001-4500,3.0-3.5
8020-BWHYL,yes,female,1,no,no,15,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),75.3,1147.45,2.47,0-20,61-80,1001-1500,2.0-2.5
8022-BECSI,no,male,0,no,no,22,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.6,422.5,0.64,21-30,0-20,0-500,0.5-1.0
8023-QHAIO,no,female,1,yes,no,56,yes,yes,fiber optic,no,no,no,yes,no,no,month-to-month,yes,bank transfer (automatic),76.85,4275.75,2.52,51-60,61-80,4001-4500,2.5-3.0
8024-XNAFQ,no,female,1,no,no,72,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),107.4,7748.75,3.53,71-80,101-120,7501-8000,3.5-4.0
8028-PNXHQ,no,male,0,yes,yes,62,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.25,1424.6,0.8,61-70,21-40,1001-1500,0.5-1.0
8029-XYPWT,no,male,1,yes,no,71,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),115.05,8016.6,3.78,71-80,101-120,> 8000,3.5-4.0
8033-ATFAS,no,female,0,yes,yes,39,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,yes,mailed check,59.85,2341.5,1.97,31-40,41-60,2001-2500,1.5-2.0
8033-VCZGH,no,male,0,yes,no,50,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,electronic check,103.95,5231.3,3.41,41-50,101-120,5001-5500,3.0-3.5
8034-RYTVV,no,female,0,no,no,55,yes,yes,fiber optic,yes,no,yes,no,no,no,one year,yes,credit card (automatic),84.25,4589.85,2.77,51-60,81-100,4501-5000,2.5-3.0
8035-BUYVG,yes,male,0,yes,no,40,no,no phone service,dsl,yes,yes,yes,no,no,no,one year,yes,electronic check,42.35,1716.45,1.39,31-40,41-60,1501-2000,1.0-1.5
8035-PWSEV,no,female,0,no,no,6,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,89.25,487.05,2.93,0-20,81-100,0-500,2.5-3.0
8039-ACLPL,no,female,0,yes,yes,72,yes,no,dsl,yes,yes,yes,no,no,yes,two year,no,credit card (automatic),68.75,4888.2,2.26,71-80,61-80,4501-5000,2.0-2.5
8039-EQPIM,no,male,0,yes,no,69,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),60.25,4055.5,1.98,61-70,61-80,4001-4500,1.5-2.0
8040-MNRTF,no,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,71.1,71.1,2.34,0-20,61-80,0-500,2.0-2.5
8041-TMEID,no,male,1,yes,no,63,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),108.5,6991.9,3.56,61-70,101-120,6501-7000,3.5-4.0
8042-JVNFH,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,71.35,71.35,2.34,0-20,61-80,0-500,2.0-2.5
8042-RNLKO,no,male,0,no,no,66,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),25.45,1699.15,0.84,61-70,21-40,1501-2000,0.5-1.0
8043-PNYSD,no,male,0,yes,yes,63,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.55,1245.6,0.64,61-70,0-20,1001-1500,0.5-1.0
8044-BGWPI,no,male,0,yes,yes,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,21.15,306.05,0.69,0-20,21-40,0-500,0.5-1.0
8046-DNVTL,no,male,0,yes,no,62,no,no phone service,dsl,yes,yes,no,yes,no,no,two year,yes,credit card (automatic),38.6,2345.55,1.27,61-70,21-40,2001-2500,1.0-1.5
8048-DSDFQ,no,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.2,20.2,0.66,0-20,21-40,0-500,0.5-1.0
8049-WJCLQ,no,male,0,yes,yes,10,yes,no,dsl,no,no,yes,no,yes,no,month-to-month,no,mailed check,60.2,563.5,1.98,0-20,61-80,501-1000,1.5-2.0
8050-DVOJX,no,male,1,no,no,49,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),81.35,4060.9,2.67,41-50,81-100,4001-4500,2.5-3.0
8050-WYBND,no,female,0,no,yes,22,no,no phone service,dsl,no,no,yes,no,yes,yes,one year,yes,credit card (automatic),49.45,1031.4,1.62,21-30,41-60,1001-1500,1.5-2.0
8050-XGRVL,no,female,0,yes,yes,62,yes,no,dsl,yes,no,yes,no,no,no,one year,no,credit card (automatic),54.75,3425.35,1.8,61-70,41-60,3001-3500,1.5-2.0
8051-HJRLT,yes,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.55,70.55,2.32,0-20,61-80,0-500,2.0-2.5
8053-WWDRO,yes,female,0,yes,no,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.5,146.3,0.64,0-20,0-20,0-500,0.5-1.0
8058-DMYRU,no,male,1,no,no,54,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,90.05,4931.8,2.96,51-60,81-100,4501-5000,2.5-3.0
8058-INTPH,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.65,79.65,2.62,0-20,61-80,0-500,2.5-3.0
8058-JMEQO,yes,female,1,no,no,9,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.45,762.5,2.77,0-20,81-100,501-1000,2.5-3.0
8059-UDZFY,no,female,1,no,yes,33,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),105.35,3465.05,3.46,31-40,101-120,3001-3500,3.0-3.5
8060-HIWJJ,no,male,0,no,no,64,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),86.55,5632.55,2.84,61-70,81-100,5501-6000,2.5-3.0
8062-YBDOE,yes,male,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.65,69.65,2.29,0-20,61-80,0-500,2.0-2.5
8063-GBATB,yes,female,1,no,no,27,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,85.25,2287.25,2.8,21-30,81-100,2001-2500,2.5-3.0
8063-RJYNF,yes,male,0,no,no,16,yes,no,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,94.25,1483.25,3.1,0-20,81-100,1001-1500,3.0-3.5
8064-RAVOH,no,male,0,no,yes,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,electronic check,49.85,49.85,1.64,0-20,41-60,0-500,1.5-2.0
8065-BVEPF,no,male,1,no,no,65,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),99.1,6496.15,3.26,61-70,81-100,6001-6500,3.0-3.5
8065-QBYTO,no,female,1,no,no,71,yes,yes,fiber optic,yes,yes,no,yes,yes,no,one year,yes,credit card (automatic),99.65,7181.25,3.27,71-80,81-100,7001-7500,3.0-3.5
8065-YKXKD,yes,female,0,no,no,10,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.75,799.65,2.46,0-20,61-80,501-1000,2.0-2.5
8066-POXGX,yes,female,0,no,no,13,no,no phone service,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,35.1,446.1,1.15,0-20,21-40,0-500,1.0-1.5
8067-NIOYM,no,female,0,yes,yes,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),21.1,490.65,0.69,21-30,21-40,0-500,0.5-1.0
8069-RHUXK,no,female,0,yes,yes,67,no,no phone service,dsl,yes,no,no,yes,no,no,two year,no,credit card (automatic),35.7,2545.7,1.17,61-70,21-40,2501-3000,1.0-1.5
8069-YQQAJ,no,male,0,no,no,14,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,31.1,419.7,1.02,0-20,21-40,0-500,1.0-1.5
8070-AAWZP,no,male,1,yes,no,24,no,no phone service,dsl,no,no,yes,yes,no,no,month-to-month,no,mailed check,34.25,828.2,1.13,21-30,21-40,501-1000,1.0-1.5
8071-SBTRN,no,female,0,no,no,70,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,mailed check,111.15,7737.55,3.65,61-70,101-120,7501-8000,3.5-4.0
8073-IJDCM,yes,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.3,20.3,0.67,0-20,21-40,0-500,0.5-1.0
8075-GXIUB,no,male,1,yes,no,9,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.85,183.15,0.65,0-20,0-20,0-500,0.5-1.0
8076-FEZKJ,no,male,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.5,225.85,0.64,0-20,0-20,0-500,0.5-1.0
8079-XRJRS,yes,male,0,yes,no,65,yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,no,electronic check,89.75,5769.6,2.95,61-70,81-100,5501-6000,2.5-3.0
8080-DDEMJ,yes,male,1,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.1,45.1,1.48,0-20,41-60,0-500,1.0-1.5
8080-POTJR,no,female,0,no,no,30,yes,yes,dsl,yes,no,yes,no,yes,yes,one year,yes,credit card (automatic),79.3,2427.1,2.61,21-30,61-80,2001-2500,2.5-3.0
8082-GHXOP,no,male,0,no,yes,13,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.0,659.35,1.45,0-20,41-60,501-1000,1.0-1.5
8083-YTZES,yes,male,0,no,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.35,265.35,2.44,0-20,61-80,0-500,2.0-2.5
8084-OIVBS,no,female,0,no,no,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.0,211.95,0.66,0-20,0-20,0-500,0.5-1.0
8085-MSNLK,no,female,0,yes,no,62,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,mailed check,113.95,6891.4,3.74,61-70,101-120,6501-7000,3.5-4.0
8086-OVPWV,yes,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,80.2,181.1,2.63,0-20,81-100,0-500,2.5-3.0
8087-LGYHQ,no,male,0,no,no,9,yes,no,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,94.05,811.65,3.09,0-20,81-100,501-1000,3.0-3.5
8089-UZWLX,no,female,1,no,no,71,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,bank transfer (automatic),104.05,7413.55,3.42,71-80,101-120,7001-7500,3.0-3.5
8091-TTVAX,no,male,0,yes,no,58,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,no,credit card (automatic),100.35,5681.1,3.3,51-60,101-120,5501-6000,3.0-3.5
8092-NLTGF,no,male,0,no,no,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.75,1777.6,0.81,71-80,21-40,1501-2000,0.5-1.0
8095-WANWK,no,female,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.25,428.7,1.49,0-20,41-60,0-500,1.0-1.5
8096-LOIST,no,female,0,no,no,19,yes,no,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,56.2,1093.4,1.85,0-20,41-60,1001-1500,1.5-2.0
8097-OMULG,no,male,0,yes,yes,59,yes,no,dsl,no,yes,yes,yes,yes,yes,one year,no,credit card (automatic),76.75,4541.9,2.52,51-60,61-80,4501-5000,2.5-3.0
8097-VBQTZ,no,male,0,no,no,54,yes,no,dsl,yes,yes,no,yes,yes,no,month-to-month,yes,mailed check,69.9,3883.3,2.3,51-60,61-80,3501-4000,2.0-2.5
8098-LLAZX,yes,female,1,no,no,4,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.45,396.1,3.14,0-20,81-100,0-500,3.0-3.5
8098-TDCBU,no,female,0,yes,no,42,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,25.25,1108.2,0.83,41-50,21-40,1001-1500,0.5-1.0
8099-MZPUJ,no,male,0,yes,yes,48,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),111.8,5443.65,3.67,41-50,101-120,5001-5500,3.5-4.0
8100-HZZLJ,no,female,0,no,yes,43,yes,no,dsl,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,63.95,2737.05,2.1,41-50,61-80,2501-3000,2.0-2.5
8100-PNJMH,no,male,0,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),88.85,6132.7,2.92,61-70,81-100,6001-6500,2.5-3.0
8104-OSKWT,no,female,0,no,no,12,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,79.8,1001.2,2.62,0-20,61-80,1001-1500,2.5-3.0
8106-GWQOK,no,male,0,yes,no,38,no,no phone service,dsl,yes,yes,no,yes,yes,yes,two year,yes,bank transfer (automatic),60.0,2193.2,1.97,31-40,41-60,2001-2500,1.5-2.0
8107-KNCIM,no,male,1,yes,no,14,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.1,1013.35,2.47,0-20,61-80,1001-1500,2.0-2.5
8107-RZLNV,no,male,0,yes,no,72,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),106.3,7565.35,3.49,71-80,101-120,7501-8000,3.0-3.5
8108-UXRQN,no,female,0,yes,yes,11,no,no phone service,dsl,yes,no,no,no,yes,yes,month-to-month,no,electronic check,50.55,565.35,1.66,0-20,41-60,501-1000,1.5-2.0
8109-YUOHE,no,male,0,no,no,17,yes,no,dsl,yes,yes,no,no,no,no,one year,no,mailed check,56.1,946.95,1.84,0-20,41-60,501-1000,1.5-2.0
8111-BKVDS,no,female,0,no,no,10,no,no phone service,dsl,yes,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),40.7,449.3,1.34,0-20,41-60,0-500,1.0-1.5
8111-RKSPX,yes,male,0,no,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),72.2,305.55,2.37,0-20,61-80,0-500,2.0-2.5
8111-SLLHI,yes,male,1,yes,no,39,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.65,4284.8,3.47,31-40,101-120,4001-4500,3.0-3.5
8118-LSUEL,yes,male,1,no,no,23,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.4,2483.5,3.5,21-30,101-120,2001-2500,3.0-3.5
8118-TJAFG,no,male,0,yes,yes,9,yes,no,fiber optic,no,yes,no,yes,yes,yes,month-to-month,yes,electronic check,101.5,906.85,3.33,0-20,101-120,501-1000,3.0-3.5
8120-JDCAM,no,male,0,yes,yes,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,69.55,284.9,2.28,0-20,61-80,0-500,2.0-2.5
8123-QBNAZ,no,female,0,yes,yes,36,yes,yes,fiber optic,yes,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),104.5,3684.95,3.43,31-40,101-120,3501-4000,3.0-3.5
8124-NZVGJ,no,female,0,no,no,6,no,no phone service,dsl,no,no,no,yes,yes,yes,one year,yes,mailed check,49.25,255.6,1.62,0-20,41-60,0-500,1.5-2.0
8125-QPFJD,no,female,0,yes,no,72,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),84.9,6065.3,2.79,71-80,81-100,6001-6500,2.5-3.0
8128-YVJRG,yes,female,0,no,no,7,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,mailed check,79.65,604.7,2.62,0-20,61-80,501-1000,2.5-3.0
8129-GMVGI,no,female,0,yes,yes,56,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.05,1090.1,0.66,51-60,21-40,1001-1500,0.5-1.0
8132-YPVBX,no,female,0,no,no,6,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,mailed check,85.95,514.6,2.82,0-20,81-100,501-1000,2.5-3.0
8133-ANHHJ,no,female,1,no,no,49,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,one year,no,bank transfer (automatic),103.0,5166.2,3.38,41-50,101-120,5001-5500,3.0-3.5
8138-EALND,no,male,0,no,no,15,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.75,311.6,0.65,0-20,0-20,0-500,0.5-1.0
8143-ETQTI,no,female,0,yes,yes,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,19.65,451.55,0.65,21-30,0-20,0-500,0.5-1.0
8144-DGHXP,no,female,0,no,no,54,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,electronic check,80.6,4299.95,2.65,51-60,81-100,4001-4500,2.5-3.0
8146-QQKZH,no,female,0,yes,no,71,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),81.85,5924.4,2.69,71-80,81-100,5501-6000,2.5-3.0
8148-BPLZQ,no,male,0,no,no,34,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,electronic check,49.8,1734.2,1.64,31-40,41-60,1501-2000,1.5-2.0
8148-NLEGT,no,female,0,yes,yes,42,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,22.95,1014.25,0.75,41-50,21-40,1001-1500,0.5-1.0
8148-WOCMK,no,male,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.6,125.0,0.64,0-20,0-20,0-500,0.5-1.0
8149-AIQCG,no,male,0,no,no,39,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),73.15,2730.85,2.4,31-40,61-80,2501-3000,2.0-2.5
8149-RSOUN,yes,female,0,no,no,1,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,93.85,93.85,3.08,0-20,81-100,0-500,3.0-3.5
8150-QUDFX,no,male,0,no,no,2,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,51.6,0.65,0-20,0-20,0-500,0.5-1.0
8152-UOBNY,no,female,1,no,no,50,yes,yes,fiber optic,no,yes,no,yes,yes,yes,one year,yes,electronic check,106.8,5347.95,3.51,41-50,101-120,5001-5500,3.5-4.0
8152-VETUR,no,female,0,yes,no,72,yes,yes,fiber optic,no,yes,no,no,yes,yes,two year,yes,credit card (automatic),97.7,6869.7,3.21,71-80,81-100,6501-7000,3.0-3.5
8155-IBNHG,yes,female,0,yes,no,24,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),75.4,1747.85,2.48,21-30,61-80,1501-2000,2.0-2.5
8158-WPEZG,no,male,0,no,no,11,no,no phone service,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,35.65,425.1,1.17,0-20,21-40,0-500,1.0-1.5
8160-HOWOX,no,female,0,no,no,7,yes,no,dsl,no,no,no,no,yes,yes,month-to-month,yes,electronic check,66.85,458.1,2.2,0-20,61-80,0-500,2.0-2.5
8161-QYMTT,no,male,0,no,no,7,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.1,701.3,3.09,0-20,81-100,501-1000,3.0-3.5
8164-OCKUJ,no,female,0,yes,yes,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.6,1286.0,0.68,51-60,21-40,1001-1500,0.5-1.0
8165-CBKXO,no,male,0,yes,yes,66,no,no phone service,dsl,no,yes,yes,no,yes,yes,two year,yes,credit card (automatic),56.75,3708.4,1.86,61-70,41-60,3501-4000,1.5-2.0
8165-ZJRNM,no,female,0,yes,yes,72,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),23.75,1679.25,0.78,71-80,21-40,1501-2000,0.5-1.0
8166-ORCHU,no,male,1,yes,no,33,yes,no,fiber optic,yes,yes,no,yes,no,yes,one year,yes,electronic check,93.55,3055.5,3.07,31-40,81-100,3001-3500,3.0-3.5
8166-ZZTFS,yes,female,1,yes,no,66,yes,yes,dsl,no,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),80.55,5265.1,2.65,61-70,81-100,5001-5500,2.5-3.0
8167-GJLRN,no,male,0,no,no,3,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,no,electronic check,30.4,82.15,1.0,0-20,21-40,0-500,0.5-1.0
8168-UQWWF,yes,female,0,no,no,11,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),97.85,1105.4,3.21,0-20,81-100,1001-1500,3.0-3.5
8169-SAEJD,no,male,1,yes,no,69,no,no phone service,dsl,yes,yes,no,no,yes,yes,two year,no,credit card (automatic),56.55,3952.65,1.86,61-70,41-60,3501-4000,1.5-2.0
8173-RXAYP,no,female,0,yes,yes,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.7,452.55,0.65,21-30,0-20,0-500,0.5-1.0
8174-LNWMW,no,female,0,no,no,31,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.9,689.35,0.69,31-40,21-40,501-1000,0.5-1.0
8174-TBVCF,no,female,0,yes,no,70,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),94.8,6859.05,3.11,61-70,81-100,6501-7000,3.0-3.5
8178-EYZUO,yes,male,0,no,no,46,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,93.7,4154.8,3.08,41-50,81-100,4001-4500,3.0-3.5
8180-AKMJV,no,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),44.55,44.55,1.46,0-20,41-60,0-500,1.0-1.5
8181-YHCMF,no,female,0,yes,yes,68,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,no,credit card (automatic),60.3,4109.0,1.98,61-70,61-80,4001-4500,1.5-2.0
8182-BJDSI,yes,female,0,no,no,28,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.95,2625.55,2.95,21-30,81-100,2501-3000,2.5-3.0
8182-PNAGI,yes,male,0,no,no,12,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),50.25,593.75,1.65,0-20,41-60,501-1000,1.5-2.0
8183-ONMXC,yes,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.75,159.45,2.65,0-20,81-100,0-500,2.5-3.0
8184-WMOFI,no,male,0,yes,yes,62,yes,no,dsl,yes,no,yes,yes,no,yes,one year,no,credit card (automatic),71.4,4487.3,2.35,61-70,61-80,4001-4500,2.0-2.5
8185-UPYBR,yes,male,0,yes,no,6,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.5,438.0,2.48,0-20,61-80,0-500,2.0-2.5
8189-DUKMV,no,female,0,yes,no,4,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.5,79.05,0.67,0-20,21-40,0-500,0.5-1.0
8189-HBVRW,no,female,0,no,no,53,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,electronic check,90.8,4921.2,2.98,51-60,81-100,4501-5000,2.5-3.0
8189-XRIKE,no,female,1,no,no,32,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,90.95,2897.95,2.99,31-40,81-100,2501-3000,2.5-3.0
8190-ZTQFB,no,male,0,no,no,41,no,no phone service,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,51.35,2075.1,1.69,41-50,41-60,2001-2500,1.5-2.0
8191-XWSZG,no,female,0,no,no,52,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.65,1022.95,0.68,51-60,21-40,1001-1500,0.5-1.0
8194-PEEBY,no,female,0,yes,yes,24,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.9,533.5,0.65,21-30,0-20,501-1000,0.5-1.0
8197-BFWVU,no,female,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),93.25,6688.95,3.06,71-80,81-100,6501-7000,3.0-3.5
8198-RKSZG,no,female,0,yes,yes,14,yes,yes,dsl,no,yes,no,yes,yes,yes,month-to-month,no,credit card (automatic),80.45,1137.05,2.64,0-20,81-100,1001-1500,2.5-3.0
8199-ZLLSA,yes,male,0,no,no,67,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),118.35,7804.15,3.89,61-70,101-120,7501-8000,3.5-4.0
